"Mes","comentario","text_tokens"
202006,"buenas tardes alex con mucho gusto brindaremos atención a tu caso mediante inbox nos mantenemos a la espera de tus comentarios saludos","bueno tardar alex con mucho gustar brindar atención a tu casar mediante inbox no mantener a el esperar de tu comentario saludo"
202006,"buenos días compártenos los datos de tu servicio por inbox para poder verificar saludos","bueno día compártenos el dato de tu servicio por inbox parar poder verificar saludo"
202006,"que no cobren el servicio sino lo estan dando pues esta maldita empresa si uno se atrasa un dia en pagar cobra una multa casi de 4 dolares","que no cobrar el servicio sino el estan dar pues este maldito empresa si unir se atrasar uno dia en pagar cobrar unir multar casi de 4 dolar"
202006,"buenos días estamos en la disposición de ayudarte con lo que nos reportas envíanos por favor un inbox con tus datos para verificar quedamos a la espera de la información saludos","bueno día estar en el disposición de ayudarte con el que no reportar envíanos por favor uno inbox con tu dato parar verificar quedar a el esperar de el información saludo"
202006,"buenos días estamos en la disposición de ayudarte con lo que nos reportas envíanos por favor un inbox con tus datos para verificar quedamos a la espera de la información saludos","bueno día estar en el disposición de ayudarte con el que no reportar envíanos por favor uno inbox con tu dato parar verificar quedar a el esperar de el información saludo"
202006,"gracias por quere que el pueblo salvadoreño tenga servicio pero igual no deberían de cobrar mora a uno porque con un día que uno se pasa le cobran y no tendría que ser así si en verdad nos quieren ayudar es de esa forma que ustedes nos puedan ayudar no cobrar mora","gracia por quere que el poblar salvadoreño tener servicio pero igual no deber de cobrar morar a unir porque con uno día que unir se pasar le cobrar y no tener que ser asir si en verdad no querer ayudar ser de ese formar que vosotros no poder ayudar no cobrar morar"
202006,"hola a través de este medio podemos ayudarte envíanos un inbox por favor saludos","hola a través de este mediar podar ayudarte envíanos uno inbox por favor saludo"
202006,"hola buenos días iliana un gusto saludarte permítenos verificar tu caso escríbenos de favor a través de inbox y con gusto daremos seguimiento y te ayudaremos con lo que nos comentas quedamos al pendiente de tu mensaje saludos","hola bueno día iliana uno gustar saludarte permítenos verificar tu casar escríbenos de favor a través de inbox y con gustar dar seguimiento y te ayudar con el que no comentar quedar al pendiente de tu mensaje saludo"
202006,"ayudar igualmente en la facilidad de pago de facturas pues la mayoria no estamos trabajando","ayudar igualmente en el facilidad de pagar de factura pues el mayoria no estar trabajar"
202006,"hola buenos días carlos en caso de presentar inconvenientes para realizar tus pagos puedes enviarnos el número del servicio vía inbox y con gusto brindamos asistencia saludos","hola bueno día carlos en casar de presentar inconveniente parar realizar tu pago poder enviarnos el número del servicio vía inbox y con gustar brindar asistencia saludo"
202006,"hola buenos días carlos en caso de presentar inconvenientes para realizar tus pagos puedes enviarnos el número del servicio vía inbox y con gusto brindamos asistencia saludos","hola bueno día carlos en casar de presentar inconveniente parar realizar tu pago poder enviarnos el número del servicio vía inbox y con gustar brindar asistencia saludo"
202006,"colonia el milagro primera calle oriente arriba de los jusgados de san marcos san marcos san salvador","colonia el milagro 1 callar orientar arribar de el jusgados de santo marco santo marco santo salvador"
202006,"compártenos los datos de tu servicio por inbox para poder ayudarte por favor quedamos a la espera","compártenos el dato de tu servicio por inbox parar poder ayudarte por favor quedar a el esperar"
202006,"los felicito señores de claro muy bueno de su parte","el felicitar señor de claro muy bueno de su partir"
202006,"la verdad desde enero no tengo buena señal la verdad no me llega pero ni al 0 9 y esto que es de 6 megas","el verdad desde enero no tener bueno señal el verdad no me llegar pero ni al 0 9 y este que ser de 6 mega"
202006,"queremos ayudarte escríbenos en privado para revisar tu servicio quedamos atentos saludos","querer ayudarte escríbenos en privar parar revisar tu servicio quedar atento saludo"
202006,"queremos ayudarte escríbenos en privado para revisar tu servicio quedamos atentos saludos","querer ayudarte escríbenos en privar parar revisar tu servicio quedar atento saludo"
202006,"señores de claro aquí en colonia las palmeras no hay internet","señor de claro aquí en colonia el palmera no haber internet"
202006,"con gusto verificamos tu caso sin embargo es necesario nos escribas vía inbox estaremos al pendiente saludos","con gustar verificar tu casar sin embargar ser necesario no escriba vía inbox estar al pendiente saludo"
202006,"les deberían de dar máscarillas de las que donaron kn95 a los empleados les toca comprar esos insumos","les deber de dar máscarillas de el que donar kn95 a el empleado les tocar comprar ese insumo"
202006,"yo ya tengo un dia y medio sin cable y inter soy de san ramon mejicanos ya reporte y no me resuelven nada pero no vaya ser q uno se retrase en pagar q le conbran interes y que ese tiempo q no he tenido el servicio siempre se lo cobran a uno","yo ya tener uno dia y mediar sin cable y inter ser de santo ramon mejicano ya reportar y no me resolver nadar pero no ir ser q unir se retrasar en pagar q le conbran interes y que ese tiempo q no haber tener el servicio siempre se el cobrar a unir"
202006,"buenos tardes estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos","bueno tardar estar interesado en verificar tu casar por favor escríbenos por mediar de inbox con tu dato personal estar atento a tu comentario saludo"
202006,"buenos tardes estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos","bueno tardar estar interesado en verificar tu casar por favor escríbenos por mediar de inbox con tu dato personal estar atento a tu comentario saludo"
202006,"mentira pésimo servicio ase 3 días reporte mal servicio a a raiz del mal tiempo aquí sin respuesta aún pero para cobró súper cachimbones desde verapaz san vicente pésimo servicio claro","mentira malo servicio asar 3 día reportar mal servicio a a raiz del mal tiempo aquí sin respuesta aun pero parar cobrar súper cachimbones desde verapaz santo vicente malo servicio claro"
202006,"compártenos los datos de tu servicio por inbox para poder ayudarte quedamos a la espera saludos","compártenos el dato de tu servicio por inbox parar poder ayudarte quedar a el esperar saludo"
202006,"buenas tardes alex con mucho gusto brindaremos atención a tu caso mediante inbox nos mantenemos a la espera de tus comentarios saludos","bueno tardar alex con mucho gustar brindar atención a tu casar mediante inbox no mantener a el esperar de tu comentario saludo"
202006,"hola buenas tardes es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu caso te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos","hola bueno tardar ser uno gustar poder saludarte mencionarte que con gustar brindar uno seguimiento más personalizar a tu casar te invitar poder escribirnos vía inbox quedar a el esperar de tu comentario saludo"
202006,"en parte de zacatecoluca no hay internet","en partir de zacatecoluca no haber internet"
202006,"hola buenas noches si estas presentando inconvenientes con nuestros servicios envíanos tus datos por medio de inbox para que podamos ayudarte quedamos a tus órdenes saludos","hola bueno noche si este presentar inconveniente con nuestro servicio envíanos tu dato por mediar de inbox parar que podar ayudarte quedar a tu orden saludo"
202006,"4 dias sin internet pesimo servicio y siempre dicen lo mismo y asi van pasando los dias","4 dias sin internet pesimo servicio y siempre decir el mismo y asi ir pasar el dias"
202006,"hola gerson buenas noches estamos interesados en dar seguimiento a tu caso solicitamos que nos envíes tus datos vía inbox quedamos a la espera de tus mensajes saludos","hola gerson bueno noche estar interesado en dar seguimiento a tu casar solicitar que no enviar tu dato vía inbox quedar a el esperar de tu mensaje saludo"
202006,"gran labor a los que nos falla tengamos paciencia pronto resolverán","gran labor a el que no fallar tener paciencia pronto resolver"
202006,"no he tenido inter por más de 3 días y llamo y llamo y nunca responden pero para cobrar ahí si son buenos","no haber tener inter por más de 3 día y llamar y llamar y nunca responder pero parar cobrar ahí si ser bueno"
202006,"hola alex muy buenas noches para verificar tu caso escríbenos vía inbox saludos","hola alex muy bueno noche parar verificar tu casar escríbenos vía inbox saludo"
202006,"hola alex muy buenas noches para verificar tu caso escríbenos vía inbox saludos","hola alex muy bueno noche parar verificar tu casar escríbenos vía inbox saludo"
202006,"buenas tardes sigo esperando su respuesta necesito pagar mi servicio de cable y no se si ya tienen abiertas sus agencias aquí en soyapango x favor necesito que respondan","bueno tardar seguir esperar su respuesta necesitar pagar mi servicio de cable y no se si ya tener abrir su agencia aquí en soyapango x favor necesitar que responder"
202006,"buenas tardes es un gusto saludarte si deseas más información te invitamos a que nos escribas por inbox quedamos atentos saludos","bueno tardar ser uno gustar saludarte si desear más información te invitar a que no escriba por inbox quedar atento saludo"
202006,"claro el salvador nesecito q bengan a reparar la linea de inter y una semana sin el servicio","claro el salvador nesecito q bengan a reparar el linear de inter y unir semana sin el servicio"
202006,"hola elena de rivas con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos","hola elena de rivas con el objetivar de ayudarte envíanos tu dato por mediar de inbox quedar a tu orden saludo"
202006,"claro el salvador","claro el salvador"
202006,"claro el salvador","claro el salvador"
202006,"cuando van a venir los técnicos 4 dias y el poste y cables aun siguen tirados claro el salvador","cuando ir a venir el técnico 4 dias y el poste y cable aun seguir tirado claro el salvador"
202006,"con gusto verificamos sin embargo es necesario nos escribas vía inbox estaremos al pendiente saludos","con gustar verificar sin embargar ser necesario no escriba vía inbox estar al pendiente saludo"
202006,"con gusto verificamos sin embargo es necesario nos escribas vía inbox estaremos al pendiente saludos","con gustar verificar sin embargar ser necesario no escriba vía inbox estar al pendiente saludo"
202006,"y para las compras de equipos en línea los están enviando","y parar el compra de equipo en líneo el estar enviar"
202006,"eliza alvarenga no tengo servicio de internet","eliza alvarenga no tener servicio de internet"
202006,"adquiere tu servicio de internet tigo de 5 mb 21 9910 mb 27 99o cable basico 165 canales mas internet de 5mb por 31 99cable basico 165 canales mas internet de 10 mb por 37 99contrato 12 meses no se ve dicom no pedimos comprobantes de ingresocosto unico de instalación 30","adquirir tu servicio de internet tigo de 5 mb 21 9910 mb 27 99o cable basico 165 canal mas internet de 5mb por 31 99cable basico 165 canal mas internet de 10 mb por 37 99contrato 12 mes no se ir dicom no pedir comprobante de ingresocosto unico de instalación 30"
202006,"que compromiso si ya vamos para jueves y no han venido arreglar nada a la san josé 2 de soyapango no sean mentirosos","que compromiso si ya ir parar jueves y no haber venir arreglar nadar a el santo josé 2 de soyapango no ser mentiroso"
202006,"hola buenas noches si estas presentando inconvenientes con nuestros servicios envíanos tus datos por medio de inbox para que podamos ayudarte quedamos a tus órdenes saludos","hola bueno noche si este presentar inconveniente con nuestro servicio envíanos tu dato por mediar de inbox parar que podar ayudarte quedar a tu orden saludo"
202006,"si quiera digan si me van a resolver oh no almenos descuenten de las factura los días que no tiene uno el servicio","si querer decir si me ir a resolver oh no almenos descontar de el facturar el día que no tener unir el servicio"
202006,"liberen mi número 78094286 porfavor melo an bloqueado es prepago","liberar mi número 78094286 porfavor melo an bloquear ser prepago"
202006,"debes de enviarnos un inbox junto con el número de tu servicio para poder ayudarte cuanto antes estaremos atentos feliz día","debe de enviarnos uno inbox juntar con el número de tu servicio parar poder ayudarte cuanto antes estar atento feliz día"
202006,"debes de enviarnos un inbox junto con el número de tu servicio para poder ayudarte cuanto antes estaremos atentos feliz día","debe de enviarnos uno inbox juntar con el número de tu servicio parar poder ayudarte cuanto antes estar atento feliz día"
202006,"hoy ya es el quinto día sin servicio de cable satelital aquí en la urbanización san marcos y la gran respuesta q dan vía inbox es que hasta q el día este soleado y canten los pajaritos van a poder ayudarnos que pésimo servicio de verás sólo espero que estos 5 días y contando me los descuenten en el próximo recibo","hoy ya ser el 5 día sin servicio de cable satelital aquí en el urbanización santo marco y el gran respuesta q dar vía inbox ser que hasta q el día este solear y cantar el pajarito ir a poder ayudarnos que malo servicio de ver sólo esperar que este 5 día y contar me el descontar en el próximo recibir"
202006,"excelente es parte de su compromiso por el servicio pero también deberían considerar conectar zonas que no tienen actualmente cobertura es lastimoso que en pleno siglo xxi aún hay zonas sin cobertura de cable de cobre","excelente ser partir de su compromiso por el servicio pero también deber considerar conectar zona que no tener actualmente cobertura ser lastimoso que en pleno siglo xxi aun haber zona sin cobertura de cable de cobrar"
202006,"hola estamos en toda la disposición de ayudarte escríbenos vía inbox para aclarar todas tus dudas y verificar lo que comentas estaremos atentos saludos","hola estar en todo el disposición de ayudarte escríbenos vía inbox parar aclarar todo tu duda y verificar el que comentar estar atento saludo"
202006,"hola buenas noches las disculpas por los inconvenientes le estamos dando seguimiento a tu caso por inbox quedamos a la espera de tus mensajes saludos","hola bueno noche el disculpa por el inconveniente le estar dar seguimiento a tu casar por inbox quedar a el esperar de tu mensaje saludo"
202006,"buenas tardes quería pedir ayuda por favor soy docente se volvió a caer el internet desde la madrugada del 2 de junio ya lo reporte y no han hecho nada y si el lunes inician las clases tengo que recibir tareas de los alumnos ya tardaron demasiado","bueno tardar querer pedir ayudar por favor ser docente se volver a caer el internet desde el madrugar del 2 de junio ya el reportar y no haber hacer nadar y si el lunes iniciar el clase tener que recibir tarea de el alumno ya tardar demasiar"
202006,"hola buenas tardes melanie un gusto saludarte permítenos verificar tu caso y dar seguimiento escríbenos a través de inbox y con gusto te ayudamos quedamos al pendiente de tu mensaje saludos","hola bueno tardar melanie uno gustar saludarte permítenos verificar tu casar y dar seguimiento escríbenos a través de inbox y con gustar te ayudar quedar al pendiente de tu mensaje saludo"
202006,"hola melanie nos encontramos a la espera de los datos solicitados cualquier duda o consulta estamos para servirte saludos","hola melanie no encontrar a el esperar de el dato solicitar cualquiera dudar o consultar estar parar servirte saludo"
202006,"señores de claro mi inter desde ase 4 dias no funciona mandar revicion tecnica porfa","señor de claro mi inter desde asar 4 dias no funcionar mandar revicion tecnica porfa"
202006,"compártenos los datos de tu servicio por inbox para poder ayudarte quedamos a la espera saludos","compártenos el dato de tu servicio por inbox parar poder ayudarte quedar a el esperar saludo"
202006,"hola melanie nos encontramos a la espera de los datos solicitados cualquier duda o consulta estamos para servirte saludos","hola melanie no encontrar a el esperar de el dato solicitar cualquiera dudar o consultar estar parar servirte saludo"
202006,"asi y por eso le estan cobrando mora ala gente por q se retrase dos pinches dias cuando el presidente dijo q no nos cobrarian mora si q son una basura","asi y por ese le estan cobrar morar ala gente por q se retrasar do pinchar dias cuando el presidente decir q no no cobrarian morar si q ser unir basura"
202006,"hola buenos días leticia menjivar estamos con toda la disposición ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos","hola bueno día leticia menjivar estar con todo el disposición ayudarte envíanos tu dato por mediar de inbox quedar a tu orden saludo"
202006,"hola buenos días leticia menjivar estamos con toda la disposición ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos","hola bueno día leticia menjivar estar con todo el disposición ayudarte envíanos tu dato por mediar de inbox quedar a tu orden saludo"
202006,"pues es mentira a mi desde la tormenta se me arruino y no me resuelven","pues ser mentira a mi desde el tormenta se me arruinar y no me resolver"
202006,"buen día por inbox te estamos brindando ayuda saludos","bueno día por inbox te estar brindar ayudar saludo"
202006,"buen día por inbox te estamos brindando ayuda saludos","bueno día por inbox te estar brindar ayudar saludo"
202006,"solo quiero poner solo cable claro les mando mensajes y no me dicen nada concretoqueria saber cuanto cuesta solo el cable y si también cobran la instalación","solo querer poner solo cable claro les mandar mensaje y no me decir nadar concretoqueria saber cuanto costar solo el cable y si también cobrar el instalación"
202006,"hola buenas noches le estamos dando seguimiento a tu caso por inbox quedamos a la espera de tus mensajes saludos","hola bueno noche le estar dar seguimiento a tu casar por inbox quedar a el esperar de tu mensaje saludo"
202006,"hola buenas noches le estamos dando seguimiento a tu caso por inbox quedamos a la espera de tus mensajes saludos","hola bueno noche le estar dar seguimiento a tu casar por inbox quedar a el esperar de tu mensaje saludo"
202006,"hola buenas noches le estamos dando seguimiento a tu caso por inbox quedamos a la espera de tus mensajes saludos","hola bueno noche le estar dar seguimiento a tu casar por inbox quedar a el esperar de tu mensaje saludo"
202006,"y las entregas de las compras en línea","y el entrega de el compra en líneo"
202006,"buenos días con gusto ampliaremos la información a tu consulta contactanos por medio de inbox para brindarte una atención personalizada quedamos a tus órdenes saludos","bueno día con gustar ampliar el información a tu consultar contactanos por mediar de inbox parar brindarte unir atención personalizar quedar a tu orden saludo"
202006,"marisol lopez inbox","marisol lopez inbox"
202006,"desde el viernes les escribi por problema con línea fija y no contestan","desde el viernes les escribi por problema con líneo fijar y no contestar"
202006,"roxana díaz buenos días mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox","roxana díaz bueno día mi nombrar ser eliza y ser gestor de agenciar claro con gustar poder darle seguimiento a su casar me poder enviar el información de su servicio via inbox"
202006,"en el lago de ilopango hay mala recepción de internet","en el lago de ilopango haber malo recepción de internet"
202006,"trato de hacer una compra en linea y no me da paso desde el correo","tratar de hacer unir comprar en linear y no me dar pasar desde el correar"
202006,"buenos días ernesto estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos","bueno día ernesto estar interesado en ayudarte por favor envíanos tu dato por mediar de inbox estar atento a tu comentario saludo"
202006,"por qué no cierran pagos también por qué yo ise un pago que asta al día de hoy no lo an actualizado los datos y el otro resivo ya me llegó y con mora por error de la empresa dos que solo personas afectadas por el cov 19 seles perdonará dicha deuda pausada acaso son elegidas las personas afectadas gente estupenda todos somos afectados en la situación","por qué no cerrar pago también por qué yo ise uno pagar que asta al día de hoy no el an actualizar el dato y el otro resivo ya me llegar y con morar por error de el empresa do que solo persona afectado por el cov 19 seles perdonar decir deuda pausar acaso ser elegido el persona afectado gente estupendo todo ser afectado en el situación"
202006,"hola marcos a hm con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos","hola marco a hectómetro con el objetivar de ayudarte envíanos tu dato por mediar de inbox quedar a tu orden saludo"
202006,"ayuda en san marcos col el milagro debido a un árbol caido se reventaron los cables del internet","ayudar en santo marco col el milagro deber a uno árbol caido se reventar el cable del internet"
202006,"hola roxy rivas con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos","hola roxy rivas con el objetivar de ayudarte envíanos tu dato por mediar de inbox quedar a tu orden saludo"
202006,"roxy rivas mi nombre es jonathan gonzález soy asesor de agencia si gusta envíeme sus datos a whatsapp 78536771 para darle seguimiento a su caso","roxy rivas mi nombrar ser jonathan gonzález ser asesor de agenciar si gustar envíeme su dato a whatsapp 78536771 parar darle seguimiento a su casar"
202006,"se pueden hacer llamadas al call center","se poder hacer llamada al call center"
202006,"hola a través de este medio podemos ayudarte envíanos un inbox por favor saludos","hola a través de este mediar podar ayudarte envíanos uno inbox por favor saludo"
202006,"cuando volverán a aperturar y que agencias estarán abiertas","cuando volver a aperturar y que agencia estar abrir"
202006,"hola buenos días croch chaggy las disculpas por los inconvenientes las agencias estarán abriendo hasta nuevo aviso debido a la emergencia nacional que por el momento tenemos esperamos que sea en el menor tiempo posible para poder ayudarte en tus consultas feliz día","hola bueno día croch chaggy el disculpa por el inconveniente el agencia estar abrir hasta nuevo avisar deber a el emergencia nacional que por el momento tener esperar que ser en el menor tiempo posible parar poder ayudarte en tu consulta feliz día"
202006,"endejos deverian de darnor gratis estos meces mas dificil perros mañosos","endejos deverian de darnor gratis este mecer mas dificil perro mañoso"
202006,"hola marcos a hm con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos","hola marco a hectómetro con el objetivar de ayudarte envíanos tu dato por mediar de inbox quedar a tu orden saludo"
202006,"buenos días con gusto ampliaremos la información a tu consulta contactanos por medio de inbox para brindarte una atención personalizada quedamos a tus órdenes saludos","bueno día con gustar ampliar el información a tu consultar contactanos por mediar de inbox parar brindarte unir atención personalizar quedar a tu orden saludo"
202006,"y para pagar facturas como hacer","y parar pagar factura comer hacer"
